Longitude,Latitude,50m_NPCRI,100m_Ground_Elevation,Avg Wind Speed [m/s],Wind Direction [degrees],Traffic_Volume,150m_Ground_Elevation,Relative Humidity [percent],150m_NDVI,150m_NDBI,300m_SI,300m_NPCRI,300m_Coastal_Aerosol,300m_Total_Building_Area_m2,300m_Building_Construction_Year,300m_Ground_Elevation,300m_Building_Height,300m_Building_Height,300m_Building_Count,300m_NDVI,300m_NDBI,300m_Building_Density,Solar Flux [W/m^2]
-73.98672167,40.78182667,0.0293040449905284,0.0,2.946153846153846,171.07692307692307,61.42857142857143,0.0,48.35384615384616,0.6047788080708152,-0.1847132725194602,0.3569653773552458,0.0250446591985631,560.0836461126005,533.0103390422893,1952.6666666666667,48.5,178.315,178.315,4,0.4615882708055042,-0.1762870197695464,0.0075526804298735,441.0
-73.95032333,40.81512333,0.0946238911449189,113.5,2.946153846153846,171.07692307692307,354.4107142857143,114.0,48.35384615384616,0.4819230096705683,-0.1271945867881085,0.4254507338540035,0.0757045382669065,820.2381589510302,17318.413956732496,1927.6,57.42307692307692,83.33893097807693,83.33893097807693,26,0.4813652275952577,-0.1191796996901926,0.2453994539816096,441.0
-73.98230833,40.76774167,0.0546642078652104,80.33333333333333,2.946153846153846,171.07692307692307,124.83333333333331,78.66666666666667,48.35384615384616,0.1490339162541808,-0.0010466387456591,0.1864599795164497,0.0646862723472015,1036.2666488365874,27043.97331724613,1952.3846153846157,78.14814814814815,296.80775587185184,296.80775587185184,27,0.1351905369197999,0.0474896776171833,0.3832092420311743,441.0
-73.96508333,40.78370667,0.0634293896996086,114.0,2.946153846153846,171.07692307692307,135.9451966473243,111.0,48.35384615384616,0.5307841813246926,-0.169362838675328,0.3658438611080706,-0.0788630001818945,457.5785522788204,2924.645210974996,1901.5,111.0,15.666666666666666,15.666666666666666,3,0.4712536223729609,-0.1826939343667622,0.0414418052170838,441.0
-73.97968333,40.77094667,0.0263442709602504,76.5,2.946153846153846,171.07692307692307,126.15656565656566,76.6,48.35384615384616,0.453517211430678,-0.1083320233153797,0.421138147156816,0.044580873129398,655.0745708154507,15491.331539386125,1937.5,77.08333333333333,160.74291666666667,160.74291666666667,24,0.447838312315696,-0.0911076847761963,0.219509956899583,441.0
-73.95570333,40.79593833,-0.0233322645981708,0.0,2.946153846153846,171.07692307692307,128.3,0.0,48.35384615384616,0.8153219203942429,-0.3051889162334964,0.6791660137863322,-0.0565412781790738,498.5922356091031,0.0,0.0,0.0,0.0,0.0,0,0.7838525123623324,-0.3044821814572905,0.0,441.0
-73.97289167,40.78512667,0.047390940859836,86.0909090909091,2.946153846153846,171.07692307692307,111.0,87.0625,48.35384615384616,0.1628301307643452,0.0620986921136339,0.2147279067598856,0.0761954612776716,1213.8576779026216,34517.718835870015,1897.9878048780488,89.1951219512195,65.06103211810975,65.06103211810975,164,0.1649016671203382,0.0502635869839278,0.4891111493326585,441.0
-73.95583833,40.78309833,0.08846516591848,103.125,2.946153846153846,171.07692307692307,228.0,104.0,48.35384615384616,0.2237588662166408,0.0283049093596291,0.2169289629265675,0.0815691101795592,991.6356817572996,29958.28741021368,1909.59595959596,103.1919191919192,93.1684382422222,93.1684382422222,99,0.1888937354345537,0.0281721611872082,0.4245046567810264,441.0
-73.96325,40.781915,-0.0663828126589009,0.0,2.946153846153846,171.07692307692307,135.9451966473243,117.0,48.35384615384616,0.7529714941339258,-0.2615984061570401,0.5159239437386418,-0.0519758513768606,426.9022234128047,2595.1310903279937,1871.0,109.66666666666669,46.59,46.59,3,0.6271152438349162,-0.2254736329470848,0.0367726371577054,441.0
-73.94459,40.777375,0.0481909757183815,16.666666666666668,2.946153846153846,171.07692307692307,85.28733766233766,17.757575757575758,48.35384615384616,0.2946512836355695,-0.0356433090074848,0.280822600214465,0.0658732542644529,1047.7353335119208,23626.4841173173,1920.571428571429,22.785714285714285,71.52488593571428,71.52488593571428,70,0.2911023702457448,-0.0191134407799856,0.334783907832494,441.0
-73.97195,40.78476,0.0558485682815581,91.27027027027027,2.946153846153846,171.07692307692307,111.0,90.54054054054056,48.35384615384616,0.215933306067109,0.0291976172169436,0.2241880884922553,0.0682829702559275,1182.0719828739632,34683.653410524115,1896.455,92.505,68.68801872375,68.68801872375,200,0.1861287685192997,0.0378914057232475,0.4914624185724557,441.0
-73.94579667,40.781725,0.0904204799683668,10.666666666666666,2.946153846153846,171.07692307692307,154.25744047619048,11.083333333333334,48.35384615384616,0.209554252671123,0.0183340147207432,0.2295107083930727,0.0758591750567087,1170.4682730923694,20934.580804579637,1932.6268656716416,12.514705882352942,81.47478178147058,81.47478178147058,68,0.2000906127239719,0.0241251202943476,0.2966400220944386,441.0
-73.98071167,40.78740333,0.0767729666244925,52.875,2.946153846153846,171.07692307692307,69.25,55.5,48.35384615384616,0.3167728552359238,-0.0463494161808444,0.3494861075270045,0.0541856447142709,894.9991970021413,21779.18340989249,1900.2038834951456,57.87378640776699,77.44495145631068,77.44495145631068,103,0.3884351269135219,-0.0873360627956259,0.3086079204657729,441.0
-73.96015833,40.758905,0.0964390478223561,41.8,2.946153846153846,171.07692307692307,58.890625,43.375,48.35384615384616,0.1281868993964808,0.0175931297939487,0.186470235639501,0.0866178810383239,948.6393662728248,24146.660276872688,1930.3333333333333,45.16666666666666,117.32160847469696,117.32160847469696,66,0.16468207009382,0.0193980375748482,0.3421547297700348,441.0
-73.98460333,40.78264333,0.0473662978910818,70.6923076923077,2.946153846153846,171.07692307692307,107.22222222222224,71.6923076923077,48.35384615384616,0.4011646620653468,-0.1058794018641874,0.3883911704625729,0.0475481621503652,761.3302088912694,17454.522323766523,1900.7444444444443,73.6,73.9787704878889,73.9787704878889,90,0.4500631303390719,-0.1221274314475868,0.247328090115799,441.0
-73.97688333,40.79036333,0.0989659388080491,77.2,2.946153846153846,171.07692307692307,61.0,77.22222222222223,48.35384615384616,0.1492726513614097,0.0176456222499439,0.203048407832871,0.0779016937286042,1049.2069705093834,32226.6534821081,1902.6766917293232,76.38345864661655,78.45901071691729,78.45901071691729,133,0.1730685245353942,0.0309824073313713,0.4566470802647481,441.0
-73.94998833,40.81563833,0.0873784723492295,114.0,2.946153846153846,171.07692307692307,133.2,114.66666666666669,48.35384615384616,0.4770567225782778,-0.1208830646812256,0.4678400440463141,0.0771610766226484,733.2538832351365,14182.744752085944,1928.136363636364,51.458333333333336,70.12896773375,70.12896773375,24,0.5453177875025303,-0.1566122332849271,0.2009674688927183,441.0
-73.94784,40.77889,0.0735503579143713,34.333333333333336,2.946153846153846,171.07692307692307,154.25744047619048,35.458333333333336,48.35384615384616,0.1384040002315147,0.0776244445409429,0.2073511009320533,0.0667933771294615,1289.092513368984,35976.85385362757,1927.4055944055945,34.241379310344826,71.59341100213794,71.59341100213794,145,0.1604634401463247,0.0485121361766471,0.5097868842781705,441.0
-73.973275,40.78934667,0.0622581487370209,98.84615384615384,2.946153846153846,171.07692307692307,111.0,98.375,48.35384615384616,0.1697186954887261,0.0411009451799324,0.2163169143229355,0.0787159077571996,1094.1127739176911,27611.36269547941,1910.104761904762,97.01886792452832,70.3804716981132,70.3804716981132,106,0.2113522625159474,-0.0008112265374895,0.3912490685391572,441.0
-73.95970667,40.79867333,0.072613940492789,67.8,2.946153846153846,171.07692307692307,47.30357142857143,66.77272727272727,48.35384615384616,0.3413480847496686,-0.0472194782493866,0.3983473882923487,0.0294444187742941,1020.8737942122186,16151.120185038197,1913.857142857143,69.53846153846153,66.0278367103077,66.0278367103077,65,0.4152880857047554,-0.0911227500717921,0.2288590678396228,441.0
-73.94704833,40.78009,0.0926061338178887,22.25,2.946153846153846,171.07692307692307,154.25744047619048,23.23076923076923,48.35384615384616,0.0978278541933347,0.0922547920768343,0.2326606823187096,0.0685527719790408,1260.6797963558413,35980.68918363306,1929.8879310344828,24.203389830508478,74.15439520584746,74.15439520584746,118,0.1779894878994816,0.0534349005941311,0.5098412303578805,441.0
-73.982415,40.76795333,0.0626497288694892,84.0,2.946153846153846,171.07692307692307,32.0,79.0,48.35384615384616,0.1764099242669176,-0.0090679775835822,0.1910879689380406,0.0619193485557176,1015.8121990369182,27480.86291050688,1954.2272727272727,78.82608695652173,199.50910471913045,199.50910471913045,23,0.1422526845326656,0.0453076982384957,0.3893999052120256,441.0
-73.97984667,40.78694667,0.090596733055677,55.1,2.946153846153846,171.07692307692307,69.25,54.5,48.35384615384616,0.1902540728243176,0.0195675886272192,0.226192463135297,0.0862111266962386,1034.834808259587,30761.985749903022,1902.5346534653463,57.277227722772274,84.49,84.49,101,0.2099681196718313,0.0094292454140004,0.4358929475457419,441.0
-73.98738167,40.78111,0.1229414781686576,0.0,2.946153846153846,171.07692307692307,61.42857142857143,62.0,48.35384615384616,0.2870504049651884,-0.0360719580694365,0.2006333071212872,0.0426035786398813,682.3764737406217,4529.444443799479,1925.636363636364,51.583333333333336,145.94083333333336,145.94083333333336,12,0.2633956582925928,-0.0973120586411159,0.0641815812998294,441.0
-73.97607667,40.789975,0.0770450304165325,79.86666666666666,2.946153846153846,171.07692307692307,84.0,78.94736842105263,48.35384615384616,0.1451649293999262,0.0351940143820917,0.1864744005290093,0.078747906686237,1046.667825621824,30415.52729670453,1914.5857142857144,79.08571428571429,102.565187834,102.565187834,70,0.1550779705280164,0.0317082930056938,0.430983680711652,441.0
-73.96195667,40.79138333,0.036892026882907,0.0,2.946153846153846,171.07692307692307,100.161657189277,0.0,48.35384615384616,0.769217624866942,-0.272015299670303,0.6124673453589189,0.0248921961453578,428.0074946466809,0.0,0.0,0.0,0.0,0.0,0,0.7236808587678019,-0.2367138416105874,0.0,441.0
-73.97963,40.78667,0.1250441220892035,56.66666666666666,2.946153846153846,171.07692307692307,3.037037037037037,55.12903225806452,48.35384615384616,0.1711633837534149,0.0394853244287603,0.2023305687530436,0.0898068695712558,1043.2039667649424,30333.236505656736,1903.6236559139784,56.29032258064516,87.86366553301076,87.86366553301076,93,0.175868334655482,0.0254319330839211,0.4298176319477986,441.0
-73.95438833,40.78251333,0.080529035484523,91.9090909090909,2.946153846153846,171.07692307692307,162.39409722222223,92.25,48.35384615384616,0.1705805376212488,0.0528013561568968,0.2237876069455518,0.0818200180859892,1127.96603369885,30705.902973081065,1910.2773109243697,92.5126050420168,77.47007465983194,77.47007465983194,119,0.172039477105869,0.0529760452246345,0.4350982626023132,441.0
-73.96295833,40.79177333,0.0566431220502292,0.0,2.946153846153846,171.07692307692307,100.161657189277,0.0,48.35384615384616,0.7496707512949239,-0.2585009227644196,0.6016869376602323,0.006041038614356,422.0264776678257,558.8142827364669,1927.3333333333333,96.33333333333331,138.77804066666667,138.77804066666667,3,0.7209564959444837,-0.2460536935784376,0.0079183186291263,441.0
-73.941705,40.790355,0.104083267058362,10.461538461538462,2.946153846153846,171.07692307692307,14.61223678982916,9.708333333333334,48.35384615384616,0.2205459840018899,-0.0178793537182515,0.2429622870495101,0.0660417618464419,1300.8423025435077,19623.373840011245,1926.6477272727277,9.444444444444445,67.032743473,67.032743473,90,0.2650726667123222,-0.039062229113762,0.2780604065497599,441.0
-73.98581667,40.78309667,0.0059890363498239,0.0,2.946153846153846,171.07692307692307,61.42857142857143,0.0,48.35384615384616,0.7134773759175188,-0.2779973275145945,0.3965507538630978,0.0100550359659723,508.8744310575636,2632.1508841683426,1903.875,62.27777777777778,64.50166666666667,64.50166666666667,18,0.5246567743957558,-0.2191623239572417,0.03729720235263,441.0
-73.96991,40.79022,0.0635825936336392,119.75,2.946153846153846,171.07692307692307,16.0,118.14285714285714,48.35384615384616,0.2289784328969119,0.032498803299112,0.2581864836895181,0.0724211249726152,1004.0969469737548,27100.446135884045,1930.5072463768115,116.28985507246377,82.93252032449276,82.93252032449276,69,0.2613073677639759,-0.0081586075320107,0.3840094538113189,441.0
-73.95996333,40.79833667,0.0856405888919866,74.8,2.946153846153846,171.07692307692307,47.30357142857143,72.15384615384616,48.35384615384616,0.3374834564967582,-0.0587149411891666,0.4024107525713436,0.0288922418633373,969.4329235702832,15940.85624006682,1913.619718309859,77.90277777777777,61.87872579347223,61.87872579347223,72,0.4277622981270011,-0.0987220633816389,0.2258796577493205,441.0
-73.98242,40.76804,0.0569800791970194,84.0,2.946153846153846,171.07692307692307,32.0,79.5,48.35384615384616,0.1785996880671461,-0.0091813203043723,0.1948098890201611,0.0599933268912551,1004.9381360471344,27593.138823962046,1954.2272727272727,78.82608695652173,199.50910471913045,199.50910471913045,23,0.1464253457501595,0.0441315952341671,0.39099083888151,441.0
-73.97728333,40.77158667,0.0754590072789259,83.0,2.946153846153846,171.07692307692307,57.3421052631579,83.0,48.35384615384616,0.6503201930721348,-0.2218947514485017,0.5668743330339495,0.0274429977902907,442.0814794961136,1217.3267758846985,1870.0,83.0,34.86,34.86,1,0.6837318398172755,-0.2349296853398964,0.0172493466702794,441.0
-73.94637333,40.77291833,0.097767635745964,43.66666666666666,2.946153846153846,171.07692307692307,85.28733766233766,45.523809523809526,48.35384615384616,0.1497594500568391,0.0713632278358026,0.2042725898143205,0.0730598648660616,1128.2774349342635,29949.9762348593,1923.021978021978,44.73626373626374,87.94285714285715,87.94285714285715,91,0.158239346939886,0.0436868370242041,0.4243868886124214,441.0
-73.96973667,40.79016,0.0788700986676292,119.6,2.946153846153846,171.07692307692307,16.0,119.4,48.35384615384616,0.2290360384707168,0.0256993993517995,0.2583404670078527,0.0715308698222878,998.9946452476572,27760.54356092675,1927.6714285714288,116.75714285714284,81.11688507299999,81.11688507299999,70,0.2611790495328373,-0.0074782900697871,0.3933629401106758,441.0
-73.95559167,40.796185,-0.0264423876833407,0.0,2.946153846153846,171.07692307692307,128.3,0.0,48.35384615384616,0.7710666669091412,-0.283619281779205,0.6600271466630039,-0.0498345724947064,531.7086677367577,0.0,0.0,0.0,0.0,0.0,0,0.7644773875573024,-0.2936409705132519,0.0,441.0
-73.96010333,40.75887667,0.0967468013488029,41.8,2.946153846153846,171.07692307692307,58.890625,43.11111111111112,48.35384615384616,0.1218726087458058,0.018640232442149,0.18627275742837,0.0877573119551324,946.483109919571,23562.30269761573,1930.6507936507935,45.07575757575758,117.4128205959091,117.4128205959091,66,0.1667498962926777,0.0169112660847637,0.3338744662756433,441.0
-73.97565,40.78978167,0.0933156279804927,81.0,2.946153846153846,171.07692307692307,84.0,80.8,48.35384615384616,0.184203981485286,0.032776089037192,0.1762019319701136,0.0773925406241528,1085.1390675241155,31132.302914247583,1919.6984126984128,83.38095238095238,107.09239240777778,107.09239240777778,63,0.1469423275341471,0.0285309742737269,0.4411402889099547,441.0
-73.95958667,40.79883167,0.0569348150069196,66.0,2.946153846153846,171.07692307692307,47.30357142857143,65.80952380952381,48.35384615384616,0.3573124367809367,-0.0522558096599307,0.3954629615559359,0.0294330195372712,1045.0765729585007,16403.200506200155,1915.3508771929824,66.72881355932203,69.34532770372881,69.34532770372881,59,0.4097038511604699,-0.0883093870827596,0.2324310100120863,441.0
-73.95093167,40.81433333,0.0637339224477427,98.66666666666669,2.946153846153846,171.07692307692307,354.4107142857143,96.375,48.35384615384616,0.3395440606848087,-0.0493242040609764,0.3792321310203226,0.073264166664013,978.7275160599572,17848.13352632706,1932.2413793103449,72.33333333333333,84.60921807166666,84.60921807166666,30,0.3965258207555888,-0.0703575444880598,0.2529055046782893,441.0
-73.98085833,40.76942167,0.0976693972101272,76.0,2.946153846153846,171.07692307692307,126.15656565656566,76.8,48.35384615384616,0.3934095699941022,-0.0634562918600246,0.3927010322456656,0.03705535476714,688.6307898259705,10609.08130199932,1965.7,77.16666666666667,271.77500000000003,271.77500000000003,12,0.4063895426776955,-0.0714456044611316,0.1503291678590507,441.0
-73.96359333,40.78273833,0.026930252975133,112.0,2.946153846153846,171.07692307692307,135.9451966473243,112.0,48.35384615384616,0.6494975488366929,-0.2223611268247852,0.3869319707737119,-0.0789046287640082,411.4155739898314,1925.649620361604,1871.0,112.0,23.33333333333333,23.33333333333333,3,0.4919681006631098,-0.1988702325123398,0.0272861802805448,441.0
-73.96236,40.78117,0.0453739734190088,0.0,2.946153846153846,171.07692307692307,151.6851400730816,94.5,48.35384615384616,0.6898011524471162,-0.2461437765100007,0.4439450961782738,-0.0091284606542753,642.1878009630818,13277.191068853232,1917.2,96.14285714285714,109.80571428571427,109.80571428571427,7,0.5250885588013804,-0.1672629340278984,0.1881359024471397,441.0
-73.98243167,40.76812833,0.0574836963039391,84.0,2.946153846153846,171.07692307692307,32.0,84.0,48.35384615384616,0.1761522234233349,-0.0077283932774146,0.198575217188127,0.0581214470672236,993.583444950442,27569.471143560317,1953.7083333333333,79.2,183.5279763416,183.5279763416,25,0.1492999788452196,0.0446745302193465,0.3906554712280313,441.0
-73.98065667,40.78737833,0.0742031558654897,52.875,2.946153846153846,171.07692307692307,69.25,55.5,48.35384615384616,0.2962868230533094,-0.0380417769921182,0.3412074538745585,0.056133097932838,907.4182499331014,22261.220771450247,1900.2038834951456,57.87378640776699,77.44495145631068,77.44495145631068,103,0.3762897893098843,-0.0804989311722906,0.3154383210800035,441.0
-73.96223833,40.79151333,0.0300287416820175,0.0,2.946153846153846,171.07692307692307,100.161657189277,0.0,48.35384615384616,0.7509316164060958,-0.2610326883503597,0.6156046127441502,0.023053601382618,412.62098501070665,0.0,0.0,0.0,0.0,0.0,0,0.733290957260283,-0.2458395969102931,0.0,441.0
-73.97228167,40.784905,0.072863156114347,88.78048780487805,2.946153846153846,171.07692307692307,111.0,89.01449275362319,48.35384615384616,0.1995966201799393,0.0392633786376867,0.2274360203993211,0.0687559619552473,1193.295046854083,34480.944296346206,1897.367021276596,91.5691489361702,67.78956513920213,67.78956513920213,188,0.1846352466616226,0.0428654015816355,0.4885900593560378,441.0
-73.984475,40.78302333,0.0362103177091173,70.07142857142857,2.946153846153846,171.07692307692307,107.22222222222224,71.22222222222223,48.35384615384616,0.4121576712949154,-0.1174068622957084,0.3984966932751543,0.0453543183184443,752.0901551631889,16536.646999481556,1899.408163265306,73.29591836734694,72.89357142857145,72.89357142857145,98,0.4684214671720135,-0.1378449157700717,0.2343219277757956,441.0
-73.97515667,40.78964,0.0651233887511924,85.875,2.946153846153846,171.07692307692307,84.0,86.41176470588235,48.35384615384616,0.170742401871668,0.0251203008583641,0.1796401391827304,0.0753380149157046,1093.4867469879518,29298.910853904694,1923.71186440678,85.91525423728814,107.20907359457628,107.20907359457628,59,0.1473296745387008,0.0316207566973438,0.4151613850881525,441.0
-73.96217833,40.78093667,0.0593231538559803,89.0,2.946153846153846,171.07692307692307,151.6851400730816,94.5,48.35384615384616,0.5880679880749466,-0.2087576695709284,0.4107778005238481,0.0138617117814534,726.367221030043,18059.834438295133,1922.0,93.15384615384616,112.92153846153847,112.92153846153847,13,0.4771373989084327,-0.1407708792988845,0.2559052763850638,441.0
-73.95764833,40.7896,0.0487701936873565,0.0,2.946153846153846,171.07692307692307,132.69166666666666,0.0,48.35384615384616,0.7177978013208847,-0.2706895976205219,0.5919830485464164,-0.0208788824282222,392.2947481243301,0.0,0.0,0.0,0.0,0.0,0,0.7149163086672086,-0.2528473311301118,0.0,441.0
-73.89286,40.84138833,0.1707789053687955,95.6,3.1,135.07692307692307,46.397260273972606,97.6923076923077,44.61538461538461,0.3651330876314627,-0.0311109593768435,0.3711545914137661,0.1062889140415217,911.0963597430408,10579.049757085131,1938.659574468085,101.16666666666669,41.54233678020408,41.54233678020408,49,0.3966566077389168,-0.063839680439942,0.1499036251539934,445.6923076923077
-73.95836333,40.78989667,0.0249958201160586,0.0,2.946153846153846,171.07692307692307,132.69166666666666,0.0,48.35384615384616,0.7855162271626207,-0.2998257907090857,0.6187067724159676,-0.0116024943963237,394.07213730222577,176.79842217178486,1932.0,92.0,19.0,19.0,1,0.7479012873411203,-0.2724053496579599,0.0025052084084674,441.0
-73.93310667,40.79522,0.1003555975678823,12.36842105263158,2.946153846153846,171.07692307692307,46.54398148148148,12.18918918918919,48.35384615384616,0.1506209644586491,0.0445189029517778,0.2006887747619313,0.0764292542357038,1421.2913322632423,30763.33460047557,1919.3719008264463,11.887096774193548,53.521602486612906,53.521602486612906,124,0.1672614521843718,0.0318749051707933,0.4359120605653815,441.0
-73.898815,40.80721667,0.0643705297761511,20.33333333333333,2.946153846153846,171.07692307692307,44.79861111111112,20.33333333333333,48.35384615384616,0.1615172218526634,0.1443187389957725,0.2798193851095263,0.0801877901808439,1308.9652034261242,31326.021479295123,1989.8,16.4,24.33,24.33,5,0.1343591559406863,0.1466462839307402,0.4438852533286758,441.0
-73.975995,40.78651667,0.0547536893570361,83.75,2.946153846153846,171.07692307692307,5.876404494382022,82.6923076923077,48.35384615384616,0.1192597484023361,0.0608222866065781,0.1888396333664177,0.0800858329792891,1275.6235609103078,31671.77067549427,1907.9285714285716,82.87610619469027,72.48495575221239,72.48495575221239,113,0.1332840236587197,0.0558725545862275,0.4487844700913523,441.0
-73.98061167,40.78789333,0.108379925983851,57.52941176470589,2.946153846153846,171.07692307692307,32.0,58.906976744186046,48.35384615384616,0.3272101082839826,-0.051779386404363,0.3540348088343469,0.0479178032723865,908.9338156484458,23258.89137891405,1899.3545454545451,59.554545454545455,73.50699999999999,73.50699999999999,110,0.3896807217379661,-0.0874036958991014,0.3295751711938443,441.0
-73.96706333,40.807085,0.0564914734645606,100.0,2.946153846153846,171.07692307692307,17.53684210526316,103.35714285714286,48.35384615384616,0.4246904483054444,-0.1074677845116721,0.4285291034508547,0.0244186260526951,726.8868075996788,16482.166665493874,1909.255319148936,110.7872340425532,84.69929740446807,84.69929740446807,47,0.4804149251944529,-0.1335233732590444,0.2335499492185997,441.0
-73.96702333,40.79345333,0.0610976675584144,93.5,2.946153846153846,171.07692307692307,79.5,93.75,48.35384615384616,0.2498429040291039,-0.0088957837320308,0.2643853680508322,0.0765452156043111,949.5143316367532,24741.882921764656,1943.78125,98.5625,116.5605684340625,116.5605684340625,32,0.2462335708051424,0.0127640137450931,0.3505889496949082,441.0
-73.98249667,40.77439333,0.1043636859141871,73.5,2.946153846153846,171.07692307692307,0.1111111111111111,74.9090909090909,48.35384615384616,0.1664959275065897,0.025747462883536,0.1985530514933766,0.0841728429973333,1328.013647310677,33423.27527116869,1954.8108108108108,74.47222222222223,171.61378378378382,171.61378378378382,37,0.1590648066086982,0.0388929324106014,0.473603040226292,441.0
-73.95459,40.79726333,-0.0016819587794726,0.0,2.946153846153846,171.07692307692307,128.3,0.0,48.35384615384616,0.6596373574676979,-0.243623188850131,0.5404535122208656,-0.0189654487112083,575.6091738197425,0.0,0.0,0.0,0.0,0.0,0,0.6465274067376725,-0.2441055682495397,0.0,441.0
-73.93384167,40.79543,0.0819452914711887,11.571428571428571,2.946153846153846,171.07692307692307,46.54398148148148,11.204545454545457,48.35384615384616,0.137148247486171,0.0462140586452216,0.2036347884961253,0.0701018018912655,1453.3673360107096,27845.746013158416,1915.509090909091,11.458333333333334,50.97371069375,50.97371069375,168,0.1656331427940577,0.0380942277288608,0.3945702466986794,441.0
-73.97887167,40.78633833,0.1252994160089864,60.16666666666666,2.946153846153846,171.07692307692307,3.037037037037037,60.44444444444444,48.35384615384616,0.1467930960345305,0.0590461690130259,0.198179147263837,0.0916581106877648,1025.4362613818962,30497.23837606075,1911.780821917808,60.68493150684932,97.81410958904108,97.81410958904108,73,0.1604773337689298,0.0382232678024317,0.4321415150440937,441.0
-73.98053,40.78922667,0.0576032906499844,69.55555555555556,2.946153846153846,171.07692307692307,32.0,67.11764705882354,48.35384615384616,0.3742047574024786,-0.0822470588913644,0.395223303451843,0.0316044521056766,797.2049290115189,18816.10778742679,1901.567901234568,64.72839506172839,81.31592592592592,81.31592592592592,81,0.4442464201933205,-0.1189349767317521,0.2666215618028486,441.0
